target_queue_length,conflicting_volume,time_since_last_phase,num_conflicting_lanes,downstream_lane_length,clearance_distance,label
0.0,3.0,9.526636677036572,18.0,67.05,63.0,0
0.0,0.0,46.036908851052885,2.0,48.65,7.0,0
0.0,0.0,5.465361049149809,2.0,26.14,7.0,1
0.0,0.0,56.242198624642015,2.0,50.12,7.0,1
4.0,0.0,11.253102849405279,19.0,0.24,66.5,1
5.0,6.0,7.090867522728823,19.0,0.29,66.5,1
0.0,0.0,20.43675374682578,2.0,94.09,7.0,1
0.0,2.0,53.73258317543181,9.0,38.32,31.5,1
0.0,0.0,54.35638786319098,2.0,94.09,7.0,0
0.0,0.0,48.474447009064434,5.0,110.8,17.5,0
0.0,3.0,9.381434607272476,18.0,67.05,63.0,1
11.0,4.0,3.8055403619600563,45.0,9.87,157.5,1
0.0,0.0,42.39539663946024,6.0,21.93,21.0,1
1.0,3.0,30.747557026382946,21.0,22.37,73.5,1
0.0,0.0,35.79729048206852,21.0,21.18,73.5,1
0.0,0.0,8.549500948954005,2.0,200.31,7.0,0
0.0,0.0,11.650370243289718,2.0,116.61,7.0,0
0.0,0.0,53.54463618827712,2.0,61.86,7.0,0
0.0,0.0,59.11772302343336,5.0,15.08,17.5,1
0.0,0.0,55.018141991024166,5.0,15.08,17.5,1
1.0,1.0,48.91969499410663,37.0,93.97,129.5,0
0.0,2.0,42.397493211568396,23.0,10.86,80.5,1
0.0,0.0,7.432318065116167,2.0,133.7,7.0,0
0.0,0.0,33.42065288823585,2.0,165.52,7.0,0
0.0,0.0,10.171898397646773,2.0,41.26,7.0,1
0.0,0.0,11.223483713857242,37.0,18.76,129.5,1
0.0,0.0,37.2288456344934,12.0,0.2,42.0,1
0.0,0.0,5.959687662204159,44.0,22.19,154.0,1
0.0,0.0,5.598837255914831,2.0,285.78,7.0,0
