target_queue_length,conflicting_volume,time_since_last_phase,num_conflicting_lanes,downstream_lane_length,clearance_distance,label
0.0,0.0,26.009227211491083,2.0,9.94,7.0,1
0.0,0.0,17.787592243587696,7.0,222.22,24.5,0
2.0,15.0,21.219685216479466,9.0,102.88,31.5,1
0.0,11.0,42.754795023847734,12.0,16.75,42.0,1
10.0,23.0,24.41488096134926,19.0,0.29,66.5,1
1.0,0.0,5.556824568539808,2.0,106.42,7.0,1
9.0,23.0,2.803963386561482,19.0,0.29,66.5,1
0.0,14.0,52.67762601027981,2.0,89.02,7.0,1
0.0,0.0,33.08035454497373,9.0,8.76,31.5,1
0.0,1.0,34.987768561009105,2.0,15.46,7.0,1
9.0,23.0,26.428976485048974,19.0,0.29,66.5,1
0.0,14.0,35.62471144697487,45.0,9.87,157.5,1
7.0,21.0,40.4952190635985,18.0,67.05,63.0,1
4.0,3.0,51.41186390474556,38.0,35.82,133.0,1
1.0,0.0,56.50622892032423,2.0,55.52,7.0,1
10.0,21.0,26.513174638945223,19.0,0.29,66.5,1
10.0,22.0,41.45161902410548,18.0,67.05,63.0,1
0.0,0.0,19.72729740547124,2.0,49.54,7.0,1
0.0,0.0,40.255293879740755,2.0,117.25,7.0,1
10.0,21.0,52.60880253749515,19.0,0.29,66.5,1
10.0,21.0,39.730757502639285,18.0,67.05,63.0,1
0.0,2.0,46.0226600098556,2.0,73.58,7.0,1
0.0,0.0,20.062522831323623,2.0,105.05,7.0,1
10.0,21.0,41.20810670330884,19.0,0.29,66.5,1
10.0,21.0,5.687433191728914,18.0,67.05,63.0,1
0.0,0.0,17.56421940298493,2.0,76.53,7.0,1
0.0,2.0,7.401457812320048,2.0,94.09,7.0,0
0.0,0.0,31.894358413531712,2.0,50.78,7.0,0
0.0,1.0,8.485630182188569,12.0,35.7,42.0,0
4.0,0.0,56.139734585874734,5.0,34.68,17.5,1
10.0,20.0,11.113274865307293,19.0,0.29,66.5,1
10.0,21.0,37.68079792328909,18.0,67.05,63.0,1
10.0,22.0,32.720552807976574,19.0,0.29,66.5,1
10.0,21.0,39.48692990222314,18.0,67.05,63.0,1
1.0,1.0,6.332354737384934,8.0,24.85,28.0,1
10.0,22.0,7.753465082364834,19.0,0.29,66.5,1
9.0,21.0,54.69497464711624,18.0,67.05,63.0,1
10.0,22.0,23.956452909869974,19.0,0.29,66.5,1
4.0,21.0,27.06055429158907,18.0,67.05,63.0,1
10.0,22.0,9.349293845453634,19.0,0.29,66.5,1
2.0,21.0,57.12717156863937,18.0,67.05,63.0,1
10.0,22.0,53.07724211689159,19.0,0.29,66.5,1
0.0,20.0,19.872658905620604,18.0,67.05,63.0,1
1.0,0.0,15.464191315477198,6.0,30.67,21.0,1
11.0,22.0,52.83733843069983,19.0,0.29,66.5,1
1.0,27.0,36.43429375326117,18.0,23.6,63.0,1
11.0,22.0,21.62600247470435,19.0,0.29,66.5,1
0.0,0.0,49.939428567183526,6.0,54.58,21.0,1
0.0,0.0,44.21636316436278,3.0,69.47,10.5,0
0.0,0.0,21.303252004229865,5.0,9.95,17.5,1
6.0,0.0,26.542068533219584,10.0,41.22,35.0,1
0.0,0.0,27.53837711753288,2.0,97.22,7.0,1
11.0,22.0,50.11584439299527,19.0,0.29,66.5,1
0.0,0.0,45.10557609155376,2.0,97.22,7.0,0
0.0,0.0,38.62279088390551,2.0,97.22,7.0,0
0.0,0.0,47.63444599164066,10.0,41.22,35.0,0
0.0,3.0,14.917606675453559,2.0,97.22,7.0,0
0.0,0.0,20.120666500496586,2.0,135.51,7.0,0
0.0,0.0,19.423822712880483,2.0,106.42,7.0,0
0.0,0.0,33.17258532439072,2.0,106.42,7.0,0
0.0,1.0,6.846376300791029,3.0,229.02,10.5,0
11.0,22.0,14.071618896596075,19.0,0.29,66.5,1
1.0,0.0,41.968930709214874,2.0,15.46,7.0,1
1.0,0.0,28.32056333665553,6.0,16.76,21.0,1
0.0,0.0,18.61066010582604,2.0,15.46,7.0,1
1.0,0.0,32.460218216635894,2.0,15.46,7.0,1
1.0,0.0,24.186041546010745,5.0,2.64,17.5,1
0.0,0.0,31.075150790246287,2.0,105.05,7.0,0
0.0,0.0,18.777109164486166,2.0,105.05,7.0,0
0.0,2.0,54.9713441061772,2.0,94.09,7.0,0
0.0,1.0,27.09620467615039,2.0,94.09,7.0,0
9.0,0.0,9.621091048587864,7.0,222.22,24.5,0
2.0,0.0,17.818697185997088,5.0,34.68,17.5,0
0.0,0.0,26.748757481127562,7.0,37.1,24.5,1
2.0,8.0,45.05991880444173,23.0,10.86,80.5,1
1.0,9.0,12.894470750453085,23.0,10.86,80.5,1
1.0,1.0,43.59850508149183,5.0,34.68,17.5,0
0.0,0.0,40.92853707552052,2.0,48.97,7.0,1
1.0,0.0,28.63659500884723,21.0,22.37,73.5,1
0.0,1.0,46.74489088749566,9.0,8.76,31.5,1
0.0,0.0,30.398116012663507,5.0,15.08,17.5,1
0.0,0.0,16.244829576836537,5.0,15.08,17.5,1
0.0,0.0,55.219349841447354,4.0,53.3,14.0,1
0.0,0.0,7.671131838212436,2.0,110.03,7.0,1
0.0,0.0,57.081898084638844,5.0,15.08,17.5,1
0.0,0.0,2.407505669696087,4.0,53.3,14.0,1
0.0,0.0,27.00965231817537,2.0,49.54,7.0,0
0.0,0.0,30.655938507678584,2.0,110.03,7.0,0
0.0,0.0,4.099124244947974,2.0,110.03,7.0,0
4.0,22.0,46.834114561068255,19.0,0.24,66.5,1
2.0,5.0,17.249665621291633,9.0,0.1,31.5,1
0.0,0.0,20.311045757882862,2.0,73.58,7.0,1
0.0,5.0,5.8178967597983755,9.0,9.85,31.5,1
0.0,0.0,52.24375028640499,9.0,89.1,31.5,1
0.0,0.0,34.1413358274647,2.0,57.12,7.0,0
0.0,0.0,39.364247789535014,2.0,95.22,7.0,0
1.0,0.0,45.59033316306487,2.0,76.53,7.0,0
0.0,0.0,45.024001067677986,5.0,110.8,17.5,1
3.0,22.0,33.149723262161125,19.0,0.24,66.5,1
0.0,0.0,30.246495563291035,21.0,16.41,73.5,1
0.0,6.0,53.95588226392026,9.0,9.85,31.5,1
11.0,23.0,44.82717802871904,19.0,0.29,66.5,1
0.0,0.0,8.198628678460588,13.0,27.21,45.5,1
2.0,0.0,24.67892678645367,12.0,0.2,42.0,1
12.0,23.0,19.14323605501835,19.0,0.29,66.5,1
0.0,0.0,12.941840930469388,9.0,28.98,31.5,1
0.0,0.0,46.2006516437866,12.0,0.2,42.0,1
12.0,23.0,44.50883328891717,19.0,0.29,66.5,1
0.0,0.0,51.67311481771729,13.0,30.87,45.5,1
12.0,23.0,9.040467000428926,19.0,0.29,66.5,1
0.0,0.0,19.644743533605926,8.0,24.85,28.0,1
12.0,23.0,22.629286786863407,19.0,0.29,66.5,1
0.0,0.0,38.55328394294924,13.0,38.75,45.5,0
0.0,0.0,35.87827714508277,2.0,200.31,7.0,1
0.0,0.0,54.18424766098722,6.0,30.67,21.0,1
0.0,0.0,43.182360287381236,6.0,22.96,21.0,1
0.0,0.0,35.75615934097932,6.0,22.96,21.0,1
12.0,23.0,35.33922270700471,19.0,0.29,66.5,1
0.0,1.0,35.26471664568258,5.0,15.08,17.5,1
7.0,8.0,56.85228514895681,23.0,25.66,80.5,1
0.0,0.0,45.6688781760818,8.0,26.1,28.0,1
12.0,23.0,54.09438611690165,19.0,0.29,66.5,1
0.0,0.0,38.96252892034242,5.0,15.08,17.5,1
8.0,8.0,43.93067447879663,23.0,25.66,80.5,1
0.0,0.0,23.979595564513748,8.0,26.1,28.0,1
12.0,23.0,20.903656245129795,19.0,0.29,66.5,1
0.0,1.0,48.99612931497386,5.0,15.08,17.5,1
0.0,0.0,55.57062299508972,6.0,54.58,21.0,1
8.0,8.0,36.67505996921206,23.0,25.66,80.5,1
0.0,0.0,59.907306204350924,8.0,26.1,28.0,1
12.0,23.0,34.810614465653956,19.0,0.29,66.5,1
0.0,0.0,5.28114363385176,6.0,54.58,21.0,1
8.0,8.0,29.856770209285237,23.0,25.66,80.5,1
0.0,0.0,13.39805082142585,8.0,26.1,28.0,1
12.0,23.0,26.838077857138163,19.0,0.29,66.5,1
0.0,7.0,16.16354916168599,34.0,1.68,119.0,1
0.0,0.0,10.450534318609291,3.0,69.47,10.5,1
8.0,8.0,54.28910658900263,23.0,25.66,80.5,1
0.0,0.0,9.113616667349289,8.0,26.1,28.0,1
12.0,23.0,3.527819377969014,19.0,0.29,66.5,1
0.0,0.0,42.03788136469287,2.0,135.51,7.0,0
0.0,0.0,40.41708889988821,3.0,60.41,10.5,1
0.0,0.0,37.29373368179928,6.0,16.76,21.0,1
8.0,8.0,20.05069103381088,23.0,25.66,80.5,1
12.0,23.0,8.761490150163388,19.0,0.29,66.5,1
0.0,0.0,56.090351550934315,3.0,60.41,10.5,0
0.0,0.0,3.467858621000686,2.0,57.12,7.0,0
0.0,0.0,13.68788212580445,2.0,45.47,7.0,0
0.0,0.0,14.434995288992452,6.0,13.98,21.0,1
8.0,8.0,6.305768264088312,23.0,25.66,80.5,1
10.0,23.0,13.962218661071933,19.0,0.29,66.5,1
8.0,6.0,35.59166722329312,23.0,25.66,80.5,1
11.0,23.0,13.944900453164012,19.0,0.29,66.5,1
8.0,9.0,29.487572410556158,23.0,25.66,80.5,1
11.0,22.0,37.038257783612465,19.0,0.29,66.5,1
11.0,23.0,36.40374011309082,19.0,0.29,66.5,1
11.0,24.0,58.55759701260754,19.0,0.29,66.5,1
9.0,23.0,33.43715829071286,19.0,0.29,66.5,1
6.0,23.0,13.984961677782128,19.0,0.29,66.5,1
6.0,23.0,33.33826640667387,19.0,0.29,66.5,1
10.0,22.0,29.757115162889615,19.0,0.29,66.5,1
10.0,21.0,55.12602596889019,19.0,0.29,66.5,1
11.0,22.0,35.360659615320685,19.0,0.29,66.5,1
11.0,22.0,12.36818293963539,19.0,0.29,66.5,1
11.0,22.0,51.19170950475041,19.0,0.29,66.5,1
11.0,22.0,34.56943122203348,19.0,0.29,66.5,1
11.0,21.0,47.15706496380243,19.0,0.29,66.5,1
11.0,21.0,10.441213712855028,19.0,0.29,66.5,1
11.0,20.0,27.34362770075606,19.0,0.29,66.5,1
12.0,21.0,3.463347766636736,19.0,0.29,66.5,1
12.0,21.0,12.191330762344943,19.0,0.29,66.5,1
12.0,22.0,37.38663543942454,19.0,0.29,66.5,1
12.0,22.0,6.151568104392383,19.0,0.29,66.5,1
12.0,22.0,35.103278354929834,19.0,0.29,66.5,1
12.0,22.0,53.6946457067401,19.0,0.29,66.5,1
12.0,22.0,3.7966565519083337,19.0,0.29,66.5,1
10.0,22.0,52.2710371474678,19.0,0.29,66.5,1
8.0,22.0,19.624118247880205,19.0,0.29,66.5,1
4.0,22.0,44.7565949198,19.0,0.29,66.5,1
12.0,23.0,49.09354723461349,19.0,0.29,66.5,1
12.0,23.0,49.51020411126208,19.0,0.29,66.5,1
12.0,25.0,50.9465765551192,19.0,0.29,66.5,1
12.0,25.0,26.93655164739156,19.0,0.29,66.5,1
12.0,24.0,35.4509824713342,19.0,0.29,66.5,1
12.0,24.0,41.174461321079825,19.0,0.29,66.5,1
12.0,22.0,6.288395542988981,19.0,0.29,66.5,1
12.0,22.0,43.069860721191574,19.0,0.29,66.5,1
12.0,21.0,10.565138417908532,19.0,0.29,66.5,1
12.0,21.0,31.703119492331133,19.0,0.29,66.5,1
12.0,20.0,52.352725681792506,19.0,0.29,66.5,1
11.0,21.0,52.437334827971945,19.0,0.29,66.5,1
11.0,21.0,28.408935176757318,19.0,0.29,66.5,1
12.0,21.0,28.112905496200696,19.0,0.29,66.5,1
12.0,23.0,44.4750670862841,19.0,0.29,66.5,1
12.0,23.0,28.682990701291526,19.0,0.29,66.5,1
12.0,23.0,15.693960715723382,19.0,0.29,66.5,1
12.0,23.0,22.581414510456156,19.0,0.29,66.5,1
10.0,23.0,31.637415351874797,19.0,0.29,66.5,1
10.0,23.0,36.92627687712316,19.0,0.29,66.5,1
10.0,23.0,9.842657544951953,19.0,0.29,66.5,1
10.0,23.0,33.849071890658024,19.0,0.29,66.5,1
10.0,23.0,23.99519986142406,19.0,0.29,66.5,1
10.0,23.0,49.62622622611544,19.0,0.29,66.5,1
10.0,24.0,22.737533764086415,19.0,0.29,66.5,1
10.0,24.0,4.541823837363824,19.0,0.29,66.5,1
10.0,23.0,32.25823566124867,19.0,0.29,66.5,1
10.0,23.0,3.1982150051811584,19.0,0.29,66.5,1
9.0,20.0,27.748591937752554,19.0,0.29,66.5,1
9.0,21.0,15.860752453825624,19.0,0.29,66.5,1
7.0,21.0,41.089743288173516,19.0,0.29,66.5,1
0.0,0.0,18.26876347509581,6.0,22.96,21.0,1
0.0,0.0,38.12652489245527,2.0,41.26,7.0,1
0.0,0.0,23.71370926805741,9.0,0.1,31.5,1
1.0,8.0,10.508959667868384,23.0,10.86,80.5,1
0.0,0.0,21.734617104591077,9.0,16.43,31.5,1
0.0,0.0,30.761887694844525,5.0,15.08,17.5,1
8.0,22.0,24.692226892420774,19.0,4.28,66.5,1
0.0,0.0,19.355985191298487,12.0,30.66,42.0,1
0.0,24.0,55.740025661390526,19.0,4.28,66.5,1
0.0,0.0,10.72710065854362,9.0,16.43,31.5,1
1.0,0.0,52.47038336435154,21.0,22.37,73.5,1
0.0,0.0,22.016915190372067,2.0,200.31,7.0,1
0.0,0.0,10.462361072568472,5.0,15.08,17.5,1
0.0,0.0,44.78026363742807,2.0,105.03,7.0,1
0.0,2.0,56.52263138733306,34.0,1.68,119.0,1
0.0,0.0,6.038094070985903,2.0,117.89,7.0,1
0.0,0.0,6.915284465781005,2.0,117.89,7.0,0
0.0,0.0,4.152289836821788,2.0,199.31,7.0,0
0.0,0.0,53.51976001361735,3.0,54.83,10.5,1
0.0,0.0,33.43624186493126,2.0,105.03,7.0,1
0.0,0.0,18.16467594195968,3.0,54.83,10.5,1
0.0,0.0,4.191137309261828,2.0,105.03,7.0,1
0.0,0.0,40.38826699700967,2.0,105.03,7.0,0
0.0,0.0,36.6564645896835,3.0,54.83,10.5,0
0.0,0.0,58.94399634969798,2.0,117.89,7.0,0
0.0,0.0,54.09274266828636,2.0,199.31,7.0,0
0.0,0.0,44.596581602099135,3.0,54.83,10.5,0
0.0,0.0,8.225835531119836,8.0,19.56,28.0,1
0.0,0.0,44.59300928017786,8.0,19.56,28.0,1
0.0,2.0,6.144454859873642,8.0,32.82,28.0,1
0.0,0.0,13.232152032350054,5.0,9.95,17.5,1
0.0,0.0,22.453657229092368,7.0,37.1,24.5,1
0.0,0.0,26.93789593935147,2.0,95.22,7.0,0
0.0,0.0,33.83196651946576,5.0,110.8,17.5,1
0.0,0.0,34.68887797172217,13.0,219.35,45.5,0
0.0,0.0,27.58174416892372,3.0,99.85,10.5,0
0.0,0.0,11.253877325504298,2.0,49.72,7.0,0
0.0,0.0,31.989868308817424,5.0,38.32,17.5,0
0.0,0.0,39.05971353979523,2.0,54.92,7.0,1
0.0,0.0,3.6598951643758313,23.0,10.86,80.5,1
0.0,0.0,59.80421340703213,21.0,22.37,73.5,1
0.0,0.0,39.86203321578203,2.0,200.31,7.0,0
0.0,0.0,38.44091110558715,5.0,15.08,17.5,1
0.0,0.0,39.99597340244558,2.0,105.03,7.0,0
0.0,0.0,56.82955762269423,2.0,117.89,7.0,0
0.0,0.0,34.85500113114145,2.0,199.31,7.0,0
0.0,0.0,7.716615278051218,3.0,54.83,10.5,0
0.0,0.0,32.75813866611516,8.0,19.56,28.0,1
0.0,0.0,50.52774435272301,12.0,16.75,42.0,1
0.0,0.0,41.51814829498851,2.0,59.46,7.0,0
0.0,0.0,58.820147688214874,8.0,13.47,28.0,1
